,ItemID,sentiment,SentimentSource,text
781618,781634,0,Sentiment140,horrible weather  costa rica in two weeks!!!
1396088,1396104,1,Sentiment140,"Dubtown parking lot hangouts never let me down  good to see you kiddies, as always!"
1570936,1570952,0,Sentiment140,wishing i had someones hand to hold. 
279532,279545,1,Sentiment140,@JOHN_AF Oh that's nice! Have some hot tea while you are at it. Haha! 
772978,772994,0,Sentiment140,"http://twitpic.com/5opjd - new hair , right before the trip to malay... Sorry ronson bcos i cannot go to see u lol "
1487420,1487436,0,Sentiment140,leaving home to go to work 
1012162,1012178,1,Sentiment140,just won at tennis! 
70876,70889,0,Sentiment140,@byahilo my condolences byahilo.... 
415207,415220,1,Sentiment140,@ShawnNelson Did you go and see Wolverine? I figured you did and that's what triggered the tweet. 
659884,659900,1,Sentiment140,"@brand_bucket No, thank YOU   I like what you're doing with your website. Have a great day!"
533268,533281,0,Sentiment140,@Trinitykb I feel like crap. Hung over  LOL
1011725,1011741,1,Sentiment140,Just woke up in SB next to some girl..... Elaine???? 
1170431,1170447,0,Sentiment140,"Stupid ATM machine, munched on my card. "
1408315,1408331,0,Sentiment140,Goin to bed...work tom. 
213316,213329,1,Sentiment140,@JapanNewbie wow...sounds like my time in Mongolia...only warmer 
1429198,1429214,1,Sentiment140,"Hot chocolate and a breakfast sandwich, you make this morning a whole lot better!  "
825599,825615,0,Sentiment140,I have a slight head ache 
1340458,1340474,0,Sentiment140,Work is making me stressed!! 
782743,782759,0,Sentiment140,Grooveshark is not working this morning      @Grooveshark
875669,875685,0,Sentiment140,I have a sore throat!! 
1230461,1230477,0,Sentiment140,Sorry wrong night. 
84595,84608,0,Sentiment140,@CHRIS_Daughtry Oh no!  So sad. 
1233270,1233286,0,Sentiment140,still doing housework just need to hover the livingroom and do the dishes i hate dishes  See ya'all laters Jack
1240940,1240956,1,Sentiment140,"The Horrible Slow Murder with the Extremely Inefficient Weapon, http://tinyurl.com/nv65nq "
719266,719282,0,Sentiment140,Gona watch people buy my mom's things at a garage sale at Eve's Garden... 
955232,955248,1,Sentiment140,is watching scrubs 
166172,166185,0,Sentiment140,@djCESSION lol. Not sure if I had a blonde moment or a stoney one. AAA said 1 hour or less 
1222287,1222303,1,Sentiment140,"@sftbllstar16 love the movie! but considering your fb status, i love that song too  "
1017160,1017176,1,Sentiment140,Just installed #Sitefinity !! Looks good!! 
860054,860070,1,Sentiment140,@James_Waters pitty your view is spolied by all those tall buildings 
1310419,1310435,0,Sentiment140,@theprince23 Im afraid not boo. lo siento  it's only a day though
1396920,1396936,1,Sentiment140,eating sylvannas!. I missed this! 
873367,873383,0,Sentiment140,I wish I had my noodle with me so we could cuddle  he wouldn't want to anyways...he says I snore (which I do not!!!)
1444116,1444132,0,Sentiment140,I just remembered that Maggie Gyllenhaal got married. 
681517,681533,1,Sentiment140,garage sale/ bbq party with fun people 
1213671,1213687,0,Sentiment140,Took a bread knife to the finger  http://yfrog.com/48o8jj
1114530,1114546,1,Sentiment140,"Now that the Harry Potter/New Moon previews are over and Pattinson has gotten three awards and been denied by Kirsten, I'm going to sleep "
608571,608587,0,Sentiment140,apparently DJ's think on Friday's u play sappy songs ~ lordy every station ~guess lonely ppl listen on Friday's ~ gonna cry  Time for Ike!
471118,471131,1,Sentiment140,@Tyrese4Real your the sexiest man alive 
1004581,1004597,0,Sentiment140,just seen a clip of mcfly playing star girl with the motherfucking jonas brothers. *sigh* 
702075,702091,0,Sentiment140,"EVEN IF I DON'T TALK TO YOU, OR YOU THINK I'M A BITCH IN ANY WAY, I LOVE EVERY SINGLE HUSTLER. No fights guys "
973236,973252,1,Sentiment140,last night was dope 
1446809,1446825,0,Sentiment140,I miss hugging you! 
1487294,1487310,1,Sentiment140,"lease signed, moving across the street from mitch &amp; autumn "
322065,322078,1,Sentiment140,@KrystinaAlabado I wish I could have saw you out there on the stage besides your chair rock! but the show was phenomenal!!!!!!! 
807700,807716,1,Sentiment140,I do nothing. 
761635,761651,0,Sentiment140,hot sunny day outside but stuck indoors at work 
77273,77286,0,Sentiment140,"@c2s I'm moving in 2 weeks! Moving one's home office is really, really a PITA.  And she's at baby dance recital. \o/"
1111655,1111671,0,Sentiment140,really bored wish i had someone to talk to 
889742,889758,1,Sentiment140,"I miss people from school. Like Dalia and Allan. Bleh, nate is amazing. "
1349339,1349355,0,Sentiment140,"yo yo yo dudes im on my  moms cpu, but my parents took my keyboard soz i cant type  lol must do homework to get it back lol"
1180486,1180502,0,Sentiment140,TFLN.com didn't post my text.  I feel so rejected.  
1190527,1190543,1,Sentiment140,Setting up twitter to see if we get any bites 
503444,503457,0,Sentiment140,@tabi7 ha! Not watching cheaters I think its dumb...but he loves it...he thinks its the funniest thing ever 
121571,121584,0,Sentiment140,@CasRump for what system!!! i want it 
602174,602190,0,Sentiment140,@aries33007 yes but The passenger door got dented badly and the customers are furious 
1360765,1360781,1,Sentiment140,yey  im a curie high alumni 
928881,928897,1,Sentiment140,@katieseymour i'll be in Seattle tonight! It would be cool to bump into you! havent seen you in a while! 
665214,665230,1,Sentiment140,Finally got cupcake 
1089353,1089369,0,Sentiment140,My mom is coming over to try to fix my back.  I can't walk.
236299,236312,0,Sentiment140,@jpepke12 no  sry try again!!!
594090,594106,0,Sentiment140,brrr it's freezing despite the sun 
253458,253471,0,Sentiment140,"@isacullen not really, things got better for like a day, and then screwed up again  how are you feeling chick? not still ill i hope &lt;3"
1312978,1312994,0,Sentiment140,Very sad now cause someone hacked into my twitter. 
38311,38324,1,Sentiment140,@allyasl so excited for you 
762682,762698,1,Sentiment140,going to the city tonight  !!! i really want to seee the hangovvver!!
732220,732236,1,Sentiment140,has a rather exciting announcement to...er..announce! 
1475056,1475072,0,Sentiment140,Its only been one day but ive missed you guys already 
1233652,1233668,0,Sentiment140,Still no work. 
1324157,1324173,0,Sentiment140,"Why does it hurt so baaaad? Why do I feel sooooo saaaaad? I have to keep watching my boo, lose this game and the next just the saaaame.   "
1491696,1491712,0,Sentiment140,Loves: Day off. Hates: waking up feeling like hell. Think i need a doctor 
927686,927702,1,Sentiment140,is with rachael atm  today was very enjoyable. ilu.
889038,889054,0,Sentiment140,I might have to work another day on this movie... yooo I mean yes but no  I forgot what sleep feels like :-/
318537,318550,1,Sentiment140,@kol1986 follow me! Im special! 
479634,479647,1,Sentiment140,@sburkhead  
735739,735755,1,Sentiment140,Great call with @adamzarlengo doing some very interesting things at Yahoo Movies and he's now supporting the Lakers 
584821,584837,0,Sentiment140,Ah filming is taking forever  I wanted to have lunch with fella 
359314,359327,1,Sentiment140,"@officialTila and left a message  Hope you have a safe trip, and an amazingly awesome relaxation!!"
281592,281605,1,Sentiment140,@LoveofCute I hope you find something you like in my shop  I have heaps of miniature food jewellery items.
266513,266526,1,Sentiment140,"@kristalm @tophatdog @Shelley_Rae Thanks Shelly Trish &amp; Kristal for the nice complements! &lt;3  It's fierce, right? haha"
599684,599700,1,Sentiment140,"An all nighter.  Man, been a while since the last one of those "
582680,582696,0,Sentiment140,"Better go wake up his majesty with a coffee, the things i do for this man, cant remember the last time iwas woken up with a cuppa! "
679128,679144,1,Sentiment140,funny moment...starin @ fan wit a fan 
1409420,1409436,1,Sentiment140,"going to bed..  gonna read some more of my book i guess, night everyone "
607801,607817,1,Sentiment140,@astorrs Shoot me an email or DM with your email and I can forward you the voucher email I send  What test were you thikning?
206130,206143,0,Sentiment140,- I Just Want This Cold To Go... 
1537921,1537937,0,Sentiment140,Starvin took my girls 2 breakfast @ the original house of pancakes yum if I can taste it 
337993,338006,1,Sentiment140,"@lindseynewton @kielstewart I have a feeling that dinosaurs, zombies and robots deserve more, but the rest = AWESOME "
1035727,1035743,0,Sentiment140,@marinaanicolee MARINA(: I love and miss you gurl 
1451658,1451674,1,Sentiment140,"I tripped over a rubbish bin at Warehouse Stationary just before. Not a great Mothers' Day so far, but I'm thinking it will improve "
1385314,1385330,0,Sentiment140,Can't sleep  Maybe I'll catch up with old tv series.
578775,578791,0,Sentiment140,Bedtime.. Long day tomorrow 
527574,527587,1,Sentiment140,@XchadballX http://twitpic.com/5ynhk - You should have called him fat and slapped him  .
538705,538721,0,Sentiment140,"@ZoeRochelle $16 delivery fee for George Hincapie DVD? Is he delivering it himself? Was thinking of getting it, but $46, sigh.  @ghincapie"
121142,121155,1,Sentiment140,"@DemiDolci I know, I keep repeating the video too "
1431194,1431210,0,Sentiment140,http://twitpic.com/6beor Pre in #603! Miss my #613 girls 
358733,358746,1,Sentiment140,@nyuhanna Hi Noel. Thanks for following me. Its great to have a connection with a Forrester Analyst. I guess you are the DB expert rite? 
998189,998205,1,Sentiment140,Its to early. So I'm gonna try go back to sleep 
1412686,1412702,1,Sentiment140,"Good morning!Got to work some school stuffs w/ @cjpunkedout, @gentxt today.Can't wait to have a good start this week!  Hav a good day!"
1422265,1422281,0,Sentiment140,Hates goodbyes.... 
544325,544341,0,Sentiment140,1st day back to work after a week long vacation 
600531,600547,0,Sentiment140,cant believe england lost cricket 2 holland and we lost 2day by 1 run 
873379,873395,0,Sentiment140,I wish I had some milk so I can eat my special k. 
1006166,1006182,0,Sentiment140,Monday again  already a hectic start to the week lol... bring on the weekend 
1463010,1463026,0,Sentiment140,"In dire need of a wash &amp; set, mani &amp; pedi   ~$kittle$~"
1529141,1529157,1,Sentiment140,"seeing courtney before prom, dinner, painting, celebrating "
1246648,1246664,0,Sentiment140,Waiting in long queue for cash. Bank of america sucks 
770208,770224,0,Sentiment140,"http://tr.im/imOv ??????i, b??????c H?i Tho?i th? l?????? gi?????? t? cu?c ??i r?i ( M??????nh v?n c??????n nh? c??????i nh?????? t?p th? b?????? t?????? c?a b??????c ?????? ? ch? Tr?i "
1159644,1159660,1,Sentiment140,"@Propaganda2 It comes and goes and I have to live with it unfortunately, going through a bad patch for a while. But you keep on smiling! "
366549,366562,1,Sentiment140,"@pattinsonrt http://twitpic.com/6fq66 - AWWWW, SHE'S THE CUTEST AND THE SWEETEST "
1270222,1270238,0,Sentiment140,@SuperKaylo me neither  hmm.... thinking not to get F1 2009 on Xbox360 then
347193,347206,1,Sentiment140,"@MajorDodson sorry, my friend. thanks for correcting me. got all mixed up by travelling too much.. need sleep for today... "
710452,710468,1,Sentiment140,"@CosmicAmericana well, you really should get a blackberry. Very easy to use and all kinds of bells and whistles on it "
1462076,1462092,0,Sentiment140,i'm trying to test &quot;push notifications&quot; on my iPhone ...but no luck yet  Anyone got the iPhone 3GS ? any impressions ?
604631,604647,1,Sentiment140,Can't wait for Scotland and la this summer  just kickin back and relaxing.
801581,801597,0,Sentiment140,Has become addicted to fml and im doing homework 
1254694,1254710,0,Sentiment140,The back of the yukon is being mean and its hurting my feelings  hi @zachshaner
746375,746391,0,Sentiment140,hello i wish that someone would talk to me im so bored!!! 
912936,912952,1,Sentiment140,@JoyVBehar the greatest sign of confidence; the crossword puzzle in ink!!! 
763466,763482,0,Sentiment140,Gonna dye my hair plain blackk  Shit school U_U
1378125,1378141,1,Sentiment140,Back to being a short hair girl 
1276489,1276505,0,Sentiment140,"This weekend is over  BUT HEY!! 4-Day Week, 3-Day weekend  Yesss!"
293126,293139,0,Sentiment140,@MadisenHill Hope you had an amazing show!!!!!!! Im so sad i wasn't able to come 
1019714,1019730,0,Sentiment140,My lip and thumb still hurts 
863990,864006,0,Sentiment140,I think @Ziemer90 should wake up so he can make up for his &quot;talk to lauren day&quot; which he didn't do yesterday 
523581,523594,0,Sentiment140,@tmiranda007 LOL got it ;) but they might get stale if I ship them 
1024644,1024660,0,Sentiment140,@maellability @cassendraaa MICHEALLLLLLL     
224854,224867,1,Sentiment140,@JimmyVo You ARE an Apple Store guy!  
813501,813517,0,Sentiment140,"he now answers his calls in the bathroom,who cares if he is cheating, not me!!!! his bad... "
1126175,1126191,1,Sentiment140,Oh what an amazing night  Goodnight!!
704753,704769,1,Sentiment140,everyone follow my little brother @tcemmons 
1427867,1427883,0,Sentiment140,Holy hail! So much for eating outside tonight 
148076,148089,0,Sentiment140,@Ensign_Twitch but I have no money 
1561300,1561316,1,Sentiment140,"watchin The Soup..which should be fun considering speidi was on im a celebrity, &amp; the whole controversy with them leaving and comin back "
186518,186531,1,Sentiment140,"@HillarySaysHi Well go on, girl! Get back in the hoop! Energize yourself for the dreaded unpacking. "
1048236,1048252,0,Sentiment140,Misses her carpool buddy  2 hrs alone in traffic is no fun alone...
419399,419412,1,Sentiment140,@Simone yeh it came Crashing through and now its cold 
1519485,1519501,1,Sentiment140,paparazzi ^.^ i sooo wanna be one  OH YEAHH!!
837009,837025,0,Sentiment140,http://twitpic.com/7oyz8 - My friend Sierra wh doesnt want her pic taken and she is moving away 
279205,279218,0,Sentiment140,"@joeymcintyre R U comin back to UK, @donniewahlberg said you were back in Jan, but i have since heard your not   We MISS U"
1202042,1202058,1,Sentiment140,"So fresh and so clean, clean! I wish my mother would hurry back home w/ that food from the bar! Hopefully Bochinche Casado! Yuum! "
1301860,1301876,0,Sentiment140,Twitter should have more layouts 
168143,168156,1,Sentiment140,@gculpin Be careful that they don't ask you to stay for counting the votes 
66884,66897,0,Sentiment140,@brittaniRae oh wow.. awww that sucks  lol
353558,353571,1,Sentiment140,"@niseag03 I had knee surgery this past Thursday, so my weekend consisted of laying around and icing my knee.  Exciting, huh?  "
447954,447967,0,Sentiment140,@RagingBitch @I100 - pretty epic FAIL today. Even Blip is failin'  ... I'm gonna forget it all somehow and be frazzled for real tomorrow
796287,796303,0,Sentiment140,I don't know what to do.  hot water shiz!!
1239514,1239530,1,Sentiment140,such an easing effect: watching other people run 
166968,166981,0,Sentiment140,@djmallu naaaaah if i sleep il wake up grumpy an il feel that ive wasted a day. so i should  go to work and do something worthwhile 
417087,417100,0,Sentiment140,"@ShinsPearl I was going to drive up with lara so she has a car up there when she moves permanently, but I can't get a passport in time "
1545185,1545201,0,Sentiment140,The morning paper is down to one section 
1123176,1123192,0,Sentiment140,Ohmyy!!!! Secret life was awesome! Poor grace 
1265276,1265292,1,Sentiment140,Today I'm lonley girl with a guitar 
1164095,1164111,0,Sentiment140,Still have work to do! Why can't i just a weekend off 
360667,360680,0,Sentiment140,@oliverpjones I miss my favorite kitty!  I need a better phone to tweet from  #sendCancelmoneyNOW (ps thx for the follow friday) &lt;3
1324836,1324852,0,Sentiment140,Watching the Mets game and working on a paper about programming languages.  Feeling quite sick as well 
833250,833266,1,Sentiment140,http://twitpic.com/4pkby @LaurenConrad I gotta blast from the past from '05 when I first met u when u were my age at the beverly center 
883182,883198,1,Sentiment140,I'm going natural w. my hair. 
754283,754299,0,Sentiment140,"@dr_zu mama? u didn't get my tweeps last night?  sniff...anyways, wow, ur up early! nice pic"
288909,288922,0,Sentiment140,@magnumchaos  you shots man i missed out lol you never do shots when im there 
700316,700332,1,Sentiment140,"Elections, baby  Already cast my votes! It's a nice day to eat marshmellows and sit around doing basically nothing &lt;3"
370899,370912,0,Sentiment140,"@peterfacinelli @211me hey guys, the link to enter for the chair doesn't work  i get a 'page cannot be displayed'!"
610748,610764,1,Sentiment140,"as far as I'm concerned, anything with Robert DeNiro in is good... good afternoon, good evening and good night, folks... "
1078096,1078112,0,Sentiment140,"My sentance of the day has been &quot;&quot;I just went to the bathroom, don't go in there.&quot; "
788265,788281,1,Sentiment140,http://twitpic.com/5f2iy - A pic from my 21st birthday celebrations 
204154,204167,1,Sentiment140,@irishjenny66 not really but i do love Beethoven 
450660,450673,0,Sentiment140,@rastAsia I have family and friends visiting from Australia and Sweden. I honestly don't think I can make it. Breaks my heart. 
675118,675134,0,Sentiment140,"@caninez really? How is it going thus far? And mind if I ask why? ANd btw, I'm sorry I never got to the music, I'm a heel "
1170593,1170609,0,Sentiment140,"Sub+Amp installed, battery relocated, and now having power issues when the sub is on.  "
854010,854026,1,Kaggle,I did love The Da Vinci Code though.
350313,350326,1,Sentiment140,@mattbuchan well you are sitting next to me watching it 
99048,99061,0,Sentiment140,@CraftyMamaof4 my hub doesnt like sports  I had BEARS season passes &amp; partial Caps last yr he didnt go to 1 game. okay tho i took my bro.
1534011,1534027,0,Sentiment140,So much for being up at 7. Looks like I'm missing the ride out. 
1492344,1492360,0,Sentiment140,MAD S**T ON MY MIND RIGHT NOW.... ON MY WAY HOME 
219450,219463,1,Sentiment140,@jemmen just work with movabletype for a couple days... you'll come back happy to deal with wordpress 
626534,626550,0,Sentiment140,Carlita needs to be put on Life support.  .. But I'm not home ; so i can't. Guess she just gonna have to die. Oh well.
1227510,1227526,0,Sentiment140,sometimes I am curious just how far I can be pushed before I break. seriously wondering if I might be close to that point 
1550296,1550312,1,Sentiment140,Tired! I hope you had a great time Lavonne. 
670273,670289,1,Sentiment140,Foooood and then alexas. with zach later? 
11816,11829,1,Sentiment140,***If you let them get you @brianangelday26.....THEY WIN*** Stay strapped in the fastlane &amp; trust me you'll VROOM  right past them!***
396876,396889,1,Sentiment140,"@ripleyy glad to hear it, though your prob the only one. "
827424,827440,1,Sentiment140,Home tomorrow with the amazing family that knows what loving family means......and we don't even have the same last name 
1444247,1444263,0,Sentiment140,I just thought I was going to have light in my room tonight!!  I guessed wrong!  
330950,330963,0,Sentiment140,@LeaahrrrB hahaha aww! i wish it was a check yes or no note 
815655,815671,1,Sentiment140,I found out my aunt is a novelist. Pretty great seeing as that's what I want to do. I'll get critique on my musings 
1285614,1285630,0,Sentiment140,with all this shit I have to pay for and get fixed....its going to take me forever to get my own place 
98894,98907,0,Sentiment140,@coutureadore that so sad  it's tough to watch
943107,943123,1,Sentiment140,"is HOT. In both ways , sun "
906954,906970,1,Sentiment140,I'm officially a law school graduate!  Crazyness!   Thanks for all the congrats!  You guys are the best! &lt;3
1310766,1310782,0,Sentiment140,@TheRealRyanHiga  I have No burger 
605411,605427,0,Sentiment140,car died  *his bun bun*
303733,303746,1,Sentiment140,"@Melissa_H I feigned work to get out of going to my cousin's wedding a few weeks ago. I rarely drink, so the open bar there wouldn't help "
618697,618713,0,Sentiment140,aww my poor tank friend.    his guild is fucking him over after promising him main OT. he barely even gets to go now.  ;_;
1513777,1513793,0,Sentiment140,Ok. I'll just go play on my music page.         No bye or anything...    
567255,567271,1,Sentiment140,alrighty... Cufon has been deployed... Give this a whirl people  http://new.graphicdznr.com
596448,596464,1,Sentiment140,@angieevsa yea shit ours is coming up...we might as well shiittt. Vsa &amp; rdotty  I love it!
841889,841905,1,Sentiment140,@IAmCherylMoon - I think they need some water 
1065530,1065546,0,Sentiment140,My dad forgot to unlock my phone... Again. Damnit. 
1078948,1078964,0,Sentiment140,my stupid ears are giving me a pounding headache 
871737,871753,0,Sentiment140,@jeffkahlmorgan YOU SHOP??? Are you moving there 
1351486,1351502,1,Sentiment140,"woha, windy today. Love it. "
587665,587681,0,Sentiment140,Bonnie has the urge to go shopping again. 
1367312,1367328,1,Sentiment140,add my myspace plz 2  http://www.myspace.com/lil_Fluffy_cutie
1120233,1120249,1,Sentiment140,"Oh yeah, already #2 on iTunes.  kay, imma go wake up now."
1224271,1224287,0,Sentiment140,Such a sad movie!! 
895809,895825,0,Sentiment140,if i could take like a 3 hour nap i would b alot happier rite now 
1198718,1198734,0,Sentiment140,@ryanmcco Dogs are great security devices... though my last one was a &quot;Six Dung-A-Day&quot; dog 
891783,891799,0,Sentiment140,i need a fake... i just preceeded to ruin my passport.. by trying to make me 23 
827930,827946,1,Sentiment140,@hellobirdy thank you 
386477,386490,1,Sentiment140,@raisingurl It was black 
746460,746476,1,Sentiment140,geschmolzene Schei????e is the coolest word ever!  http://bit.ly/14xACC
687579,687595,0,Sentiment140,@charliehamill bummer im workin  are you free anytime the week after this one??
630362,630378,0,Sentiment140,@becca_young p.s. yes i made it just in time! haha i was gonna twat you yesterday but the server was busy  i had to resort to fb.
1557315,1557331,1,Sentiment140,"Up, awake and ready to face the day. Going to Exeter with @Lozzie_Smart today, should be fun  Need to get breakfast first"
1441977,1441993,0,Sentiment140,I have gained weight 
853817,853833,0,Sentiment140,I could go for some red lobster but I don't have anyone to go with 
410173,410186,1,Sentiment140,@SARAHxKAYT Oh deadly. Big Brother was good  I love all the people who are now housemates. I despise your man SIAVASH NEEDS WASH UGH
1173963,1173979,0,Sentiment140,Sunny day again wooo... which is going to be full of revision 
200578,200591,0,Sentiment140,@FrankieTheSats whats up with vanessa?  xxx
1565197,1565213,1,Sentiment140,"Well, There's This Guy "
668769,668785,1,Sentiment140,"finished work  ..hav i ever mentioned how much i hate serving drunks,drinks and smile as they make seedy remarks :-/ ow wel moneys money!"
1189834,1189850,1,Sentiment140,Sending LOVE and Happy Tuesday vibes to all my #T&amp;G Tweeties!! Special hugs to my buddy @UmbroTX Hope to see ya all *live* at some point 
695235,695251,0,Sentiment140,fucking itunes is not opening up 
159108,159121,1,Sentiment140,@figuromo luckily you can watch it on the website 
1238004,1238020,0,Sentiment140,"@SiLLYCHiCK01 It doesnt say twitter berry  I couldnt get on it wouldnt log off,.."
1156566,1156582,1,Sentiment140,playing uno with my lil neighbor aha 
791820,791836,0,Sentiment140,http://twitpic.com/7sj3p - Cut ma hair. But im nt happy wit it. 
1344769,1344785,1,Sentiment140,@walkinwisdom What's up m young ? Be cool bro and nice work on the videos 
782406,782422,1,Sentiment140,"@ErinEven Brb, fedexing my application to you! "
1314919,1314935,0,Sentiment140,We're out of food  l0l
392047,392060,0,Sentiment140,@reddbarbiee damn realyy aww wat cu have ben so horible in there 
294353,294366,1,Sentiment140,@markarnoldy just read the Wave article - neat stuff  didn't realize you were allergic to peanuts! how ironic!
1282900,1282916,1,Sentiment140,"time to get some rest, sweet dreams and goodnight twitter "
382648,382661,0,Sentiment140,@mrdautay kh??????ng th?y ? ???????u l??????m blog ???c Joe ?! 
628458,628474,0,Sentiment140,depressed looking at the Pirates 1st round draft picks since '04...1 in the MLB???? and not one has a BA over .250 or ERA below 4.00  sad
677978,677994,1,Sentiment140,Deciding which of the many exciting porno movies I got at Erotica I want to watch first! 
1027099,1027115,0,Sentiment140,My twitterberry won't post pics damnit 
298898,298911,0,Sentiment140,"@MaudMF They definitely should...NO Cuddy, NO Licious! at least not live... They talked about changing directions- if that means less LE: "
1090254,1090270,1,Sentiment140,no more recital ]: cant wait for next dance season 
65604,65617,1,Sentiment140,@BrentSpiner  safe to say that star trek next gen  is still gaining fans in the shape of my 5 yr old son Aaron  ( he wants a holo deck )
1372595,1372611,1,Sentiment140,Anyone want some rain? It just won't leave us alone here - weeks of inundation! 
736028,736044,1,Sentiment140,"For some reasons, I love listening to Lovers in Japan "
905762,905778,0,Sentiment140,i'm losing my good mood now.. 
1332056,1332072,1,Sentiment140,@tygrrrlx Green Tea pkg?  Arriving from Japan?  Yummy....the spring harvest....hey send some over via cyberpost!  
165945,165958,1,Sentiment140,@fueledbyregret at least the randoms (nutters) on the train will help you pass the time 
283167,283180,1,Sentiment140,@LuckyLobos and your phone will deliver food across the internet.  and i will get a 60/40 share??  
396312,396325,1,Sentiment140,"@neonbrights I fell asleep. :| But whatever, i like the first part.  )"
1061347,1061363,1,Sentiment140,Message to family in UK: Kids flight departed 1252 (8 mins early). Everything in order 
728257,728273,0,Sentiment140,"hanging out at the house getting ready for church. we are burnt to a crisp from the beach. get burn, then peel, no tan... "
581192,581208,1,Sentiment140,@AlleysPlace  Thank you! I'm played it for a bit and love it. 
1363716,1363732,1,Sentiment140,100 Followers  Bom Dia!!
1505512,1505528,1,Sentiment140,Night Gang! Hope you all have a great night's sleep! Sweet dreams 
1102970,1102986,0,Sentiment140,plan to stay as light as possible before the PI= FAIL 
640061,640077,1,Sentiment140,"Doing a new blog post tomorrow for the 1st of June, will be a listing of 5 must have plugins for WordPress. "
53027,53040,0,Sentiment140,"@azbubba Good, but not in Ireland. "
647058,647074,1,Sentiment140,Ed hardy shirt sighting. Gonna ask if he got it at costco 
560441,560457,1,Sentiment140,Ahh! Made my second vest! Third one will be even better. Soooo excited! 
504192,504205,0,Sentiment140,@taryn_gabrielle I don't want to think about it either. He's my favourite Doctor. It was a shock when he announced he was leaving. 
317265,317278,1,Sentiment140,@missparys Hurry up!! I cant wait to eat Kyoto Damn It.  I love that place...
709678,709694,0,Sentiment140,got suspended from work 
241616,241629,1,Sentiment140,@HouseofSpain you should!!! No seriously you should 
1111579,1111595,0,Sentiment140,Realized that &quot;all those mosquito bites&quot; is actually a case of poison ivy 
86435,86448,0,Sentiment140,@ChalsiEspiritu i know 
1444809,1444825,1,Sentiment140,I leared for 4 hours! =O it feels great =D really! 
1215607,1215623,0,Sentiment140,tryin 2 learn da words 4 a  long song 
655246,655262,1,Sentiment140,"Can't stop watching Howl's Moving Castle. Now I must own it! Califer   me = bff!! Lol, I'm such a doof sometimes "
710897,710913,0,Sentiment140,"failed again on job search in Denver  poop! maybe wait until next move, maybe new city, maybe new job  tired of the doggie daycare "
1181135,1181151,1,Sentiment140,Rockin' with PARAMORE! 
1195794,1195810,1,Sentiment140,signing out! 
1361130,1361146,0,Sentiment140,You have been rate limited. Enhance your calm.#fail 
327581,327594,1,Sentiment140,@laperugina HAHAHA and the reason for not doing it would be? 
934976,934992,1,Sentiment140,it's lovely and sunny now 
501060,501073,0,Sentiment140,@sufjansaves i know  it scares me
640583,640599,0,Sentiment140,done qettinq dressed just waitinq for ma' mom and sis to be ready ! 
1194755,1194771,1,Sentiment140,the scale is no longer the enemy  YAY!!! lol
1469039,1469055,0,Sentiment140,is not ready for school yet!!!  http://plurk.com/p/wy69d
623540,623556,0,Sentiment140,"canne wait for Ugly Betty 2 start , although i am CRUSHED that Christina is leaving she was my favourite and she was the only scottish 1 "
944966,944982,0,Sentiment140,is missing her other 25% and youre not even gone yet 
1074292,1074308,1,Sentiment140,@MissMadalena I just learned that song on the uke 
884979,884995,1,Sentiment140,"I like Ubertwitter, better then Twitterberry! "
787524,787540,0,Sentiment140,@FaceBochum A dog came directly in across the street in front of my moving car  Dog is dead and i have to check today whats with the car
1129692,1129708,0,Sentiment140,OMG ... i'm sooooo slow today ... i just finished one page from this damn flyer ... and i have to do 7 more till tomorrow evening 
853973,853989,0,Sentiment140,"I desperately want to finish New Moon, but it's stressful  WANT ECLIPSE!"
1412323,1412339,0,Sentiment140,"Good morning Twitter peeps, so hard to get out of bed "
542172,542188,0,Sentiment140,@urbns0ulx i didnt get it  facebook msg it to me
525283,525296,0,Sentiment140,@wickedlm The Twitter logo doesn't show up anymore for me either 
813626,813642,0,Sentiment140,Headache feel drained  I wanna go home &amp; rest
43669,43682,0,Sentiment140,@angryboardface no diviners or celebrities follow me... 
1554733,1554749,1,Sentiment140,Two more weeks bitches... Two short weeks... 
276389,276402,1,Sentiment140,"@Jo_C_87 yep  since 8 ish, im getting through it for once, i think its coz i dont mess about on the internet! i love you xxxxxxxxxxxxx"
242564,242577,1,Sentiment140,"@Kaasiaa yeah kasia, thanks for the twit (is that what you call it?), and btw i read ur warm and fuzzy and it was decent "
142049,142062,0,Sentiment140,@eharding that embarresing? 
331918,331931,0,Sentiment140,@MsLynnGallo Never mind - You missed the joke about the skank Madonna falling off horse. 
1236078,1236094,0,Sentiment140,studying commerce  how am i suppose to remember so much????
979177,979193,1,Sentiment140,is so happy he doesn't have psychology 
1439311,1439327,0,Sentiment140,I get sad when people unfollow me. 
1174150,1174166,0,Sentiment140,really tired  watching Harry Potter and The Prisoner of Azcaban how big of a loser am i ?? can't wait til saturday hopes it goes good
191809,191822,1,Sentiment140,"@hsmith1288 lol, awww "
704038,704054,1,Sentiment140,"good night to all... read you tomorrow folks, don`t get infected in my absense "
209154,209167,0,Sentiment140,@jacalynrose  you just cant get so nervous about it
1294231,1294247,0,Sentiment140,Working till 2pm 
654780,654796,1,Sentiment140,Falling asleep to Shakespeare in Love?? Not half bad. 
360940,360953,1,Sentiment140,@OLiXbOLiX niceee :&gt; cu placere 
